extraido_em,ano_ref,media,gini,abrangencia,tabela_percentis,tabela_massa,tabela_media,tabela_gini,pacote
2026-09-02,2025,3694,0.491,todos os trabalhos (VD4020),SIDRA 7550,SIDRA 7554,SIDRA 7549,SIDRA 7453,sidrar 0.5.0
